Customerid,Gender,Age,SeniorCitizen,Married,NumberOfDependents,Country,State,City,Latitude,Longitude,NumberOfReferrals,TenureInMonths,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGbDownload,Contract,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,ChurnScore,Cltv,ChurnCategory
7279-BUYWN,Female,66,Yes,No,0,United States,California,Buena Park,33.845706,-118.012204,0,41,27.95,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,113.2,4689.5,0,0,1145.95,5835.45,1,Yes,89,3380,Attitude
7156-MHUGY,Male,68,Yes,No,0,United States,California,Buena Park,33.874224,-117.993368,0,13,26.11,No,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.74,1,Yes,76,5394,Competitor
9606-PBKBQ,Male,69,Yes,Yes,0,United States,California,Long Beach,33.781086,-118.199049,1,32,5.99,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,85,2642.05,49.57,0,191.68,2784.16,1,Yes,94,4584,Attitude
3536-IQCTX,Male,76,Yes,Yes,0,United States,California,South Pasadena,34.110444,-118.156957,1,32,49.6,Yes,Yes,Fiber Optic,10,Month-to-Month,Bank Withdrawal,85.3,2661.1,0,0,1587.2,4248.3,1,Yes,75,2712,Competitor
3132-TVFDZ,Male,70,Yes,Yes,0,United States,California,Glendale,34.167926,-118.267539,1,57,0,No,Yes,Cable,3,Month-to-Month,Bank Withdrawal,44.85,2572.95,12.07,0,0,2560.88,2,Yes,82,5172,Attitude
8080-DDEMJ,Male,71,Yes,No,0,United States,California,Glendale,34.136306,-118.26036,0,1,15.28,No,Yes,Cable,14,Month-to-Month,Bank Withdrawal,45.1,45.1,0,0,15.28,60.38,2,Yes,79,4499,Attitude
6702-OHFWR,Male,75,Yes,No,0,United States,California,Reseda,34.200175,-118.540958,0,1,0,No,Yes,DSL,26,Month-to-Month,Bank Withdrawal,43.3,43.3,0,0,0,43.3,3,Yes,91,4972,Other
4510-PYUSH,Female,67,Yes,No,0,United States,California,Sylmar,34.321621,-118.399841,0,38,26.1,No,Yes,DSL,27,Month-to-Month,Credit Card,57.15,2250.65,0,0,991.8,3242.45,1,Yes,75,3110,Attitude
8840-DQLGN,Female,65,Yes,Yes,0,United States,California,Burbank,34.177267,-118.31003,1,35,15.98,Yes,Yes,Cable,22,Month-to-Month,Bank Withdrawal,100.5,3653.35,0,0,559.3,4212.65,1,Yes,81,4745,Attitude
4193-ORFCL,Female,80,Yes,No,0,United States,California,North Hollywood,34.187599,-118.387125,0,1,15.24,No,Yes,DSL,14,Month-to-Month,Credit Card,45.1,45.1,0,0,15.24,60.34,1,Yes,70,2740,Competitor
7776-QWNFX,Male,71,Yes,Yes,0,United States,California,Chino,33.990646,-117.663025,1,30,4.65,No,Yes,DSL,29,Month-to-Month,Bank Withdrawal,50.4,1527.5,0,0,139.5,1667,3,Yes,83,4795,Attitude
6689-TCZHQ,Female,70,Yes,No,0,United States,California,Claremont,34.127621,-117.717863,0,5,12.27,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,78.95,378.4,0,0,61.35,439.75,3,Yes,65,4054,Attitude
9497-QCMMS,Male,73,Yes,No,0,United States,California,San Diego,32.825086,-117.199424,0,1,30.17,Yes,Yes,Fiber Optic,6,Month-to-Month,Bank Withdrawal,93.55,93.55,0,0,30.17,123.72,1,Yes,81,5536,Competitor
3424-NMNBO,Male,78,Yes,Yes,0,United States,California,San Diego,32.825086,-117.199424,1,58,49.38,Yes,Yes,Fiber Optic,19,One Year,Bank Withdrawal,108.85,6287.25,0,0,2864.04,9151.29,1,Yes,91,4739,Competitor
4514-GFCFI,Female,76,Yes,No,0,United States,California,San Diego,32.825086,-117.199424,0,16,17.51,Yes,Yes,Fiber Optic,7,Month-to-Month,Bank Withdrawal,84.75,1350.15,0,0,280.16,1630.31,2,Yes,91,5136,Attitude
8000-REIQB,Female,73,Yes,No,0,United States,California,San Diego,32.825086,-117.199424,0,1,22.5,No,Yes,Fiber Optic,27,Month-to-Month,Bank Withdrawal,69.95,69.95,0,10,22.5,102.45,2,Yes,94,3208,Competitor
4795-KTRTH,Female,68,Yes,Yes,0,United States,California,San Diego,32.85723,-117.209774,1,5,47.28,Yes,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,81,371.65,40.64,10,236.4,577.41,1,Yes,91,4287,Competitor
9961-JBNMK,Male,79,Yes,No,0,United States,California,Desert Center,33.889605,-115.257009,0,21,42.27,No,Yes,Fiber Optic,7,Month-to-Month,Bank Withdrawal,96.8,2030.3,10.2,0,887.67,2907.77,1,Yes,87,4317,Dissatisfaction
6179-GJPSO,Female,67,Yes,No,0,United States,California,Escondido,33.141265,-116.967221,0,43,31.83,No,Yes,Fiber Optic,10,Month-to-Month,Credit Card,108.15,4600.7,0,0,1368.69,5969.39,1,Yes,86,2833,Competitor
8290-YWKHZ,Female,69,Yes,Yes,0,United States,California,Fallbrook,33.362575,-117.299644,1,32,33.74,Yes,Yes,Fiber Optic,6,Month-to-Month,Bank Withdrawal,93.2,2931,17.88,0,1079.68,3992.8,3,Yes,90,5247,Competitor
8051-HJRLT,Female,72,Yes,No,0,United States,California,Wrightwood,34.358321,-117.618263,0,1,18.2,No,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,70.55,70.55,0,0,18.2,88.75,3,Yes,82,2146,Attitude
4021-RQSNY,Male,75,Yes,Yes,0,United States,California,Moreno Valley,33.907361,-117.109972,1,29,25.78,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,Yes,72,5137,Attitude
9061-TIHDA,Male,67,Yes,Yes,0,United States,California,Murrieta,33.581045,-117.14719,1,13,31.7,Yes,Yes,Cable,6,Month-to-Month,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,Yes,90,2982,Competitor
8699-ASUFO,Male,72,Yes,Yes,0,United States,California,Nuevo,33.82769,-117.102244,1,7,8.92,Yes,Yes,Fiber Optic,17,Month-to-Month,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,Yes,96,4969,Attitude
4695-WJZUE,Female,68,Yes,No,0,United States,California,Irvine,33.703976,-117.824172,0,2,21.57,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,88.55,179.25,0,0,43.14,222.39,1,Yes,80,3685,Competitor
3988-RQIXO,Female,68,Yes,No,0,United States,California,Corona Del Mar,33.600987,-117.862734,0,1,43.61,No,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,91.3,91.3,0,0,43.61,134.91,3,Yes,71,2371,Attitude
5931-FLJJF,Male,75,Yes,Yes,0,United States,California,Midway City,33.744439,-117.98588,1,7,16.05,No,Yes,Fiber Optic,22,Month-to-Month,Credit Card,70.1,467.55,20.23,0,112.35,559.67,2,Yes,83,3669,Attitude
3207-OYBWH,Male,74,Yes,Yes,0,United States,California,Newport Beach,33.601309,-117.902304,1,57,49.91,Yes,Yes,Fiber Optic,21,Month-to-Month,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,Yes,86,6259,Attitude
7216-EWTRS,Female,78,Yes,Yes,0,United States,California,Newport Beach,33.62251,-117.927024,4,1,17.35,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,100.8,100.8,0,0,17.35,118.15,1,Yes,65,3128,Attitude
2528-HFYZX,Male,66,Yes,Yes,0,United States,California,Santa Ana,33.765893,-117.881533,2,17,1.05,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,76.45,1233.4,0,0,17.85,1251.25,1,Yes,92,3266,Competitor
4140-MUHUG,Female,73,Yes,No,0,United States,California,Oak View,34.404544,-119.302118,0,3,18.38,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,86.85,220.95,0,0,55.14,276.09,2,Yes,70,3561,Attitude
1587-FKLZB,Male,79,Yes,Yes,0,United States,California,Santa Barbara,34.419203,-119.710008,1,66,28.86,Yes,Yes,Fiber Optic,25,Month-to-Month,Credit Card,99.5,6822.15,0,0,1904.76,8726.91,1,Yes,96,4479,Competitor
5440-FLBQG,Male,69,Yes,Yes,0,United States,California,Santa Barbara,34.437945,-119.77191,1,69,48.88,Yes,Yes,Fiber Optic,4,Two Year,Bank Withdrawal,108.4,7318.2,0,0,3372.72,10690.92,3,Yes,73,4708,Attitude
2774-LVQUS,Female,65,Yes,Yes,0,United States,California,Temecula,33.507255,-117.029473,2,15,44.13,Yes,Yes,Fiber Optic,3,Month-to-Month,Bank Withdrawal,83.05,1258.3,0,110,661.95,2030.25,3,Yes,70,2596,Competitor
4612-THJBS,Female,68,Yes,No,0,United States,California,Terra Bella,35.939068,-119.043666,0,56,34.58,Yes,Yes,Fiber Optic,4,One Year,Bank Withdrawal,104.75,5510.65,0,0,1936.48,7447.13,3,Yes,93,5605,Attitude
4094-NSEDU,Female,79,Yes,No,0,United States,California,Temecula,33.507255,-117.029473,0,21,21.15,Yes,Yes,Fiber Optic,9,Month-to-Month,Bank Withdrawal,94.25,1973.75,0,0,444.15,2417.9,2,Yes,73,4819,Competitor
1846-XWOQN,Female,80,Yes,No,0,United States,California,Bradley,35.842889,-121.004862,0,1,47.97,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,70.15,70.15,0,0,47.97,118.12,2,Yes,71,2825,Competitor
3757-NJYBX,Male,77,Yes,Yes,0,United States,California,Nipomo,35.050345,-120.489599,3,32,7.92,Yes,Yes,Fiber Optic,3,Month-to-Month,Bank Withdrawal,106.35,3520.75,0,0,253.44,3774.19,2,Yes,65,4113,Other
9898-KZQDZ,Female,65,Yes,Yes,0,United States,California,Lee Vining,37.890145,-119.184087,1,40,49.5,Yes,Yes,Fiber Optic,20,Month-to-Month,Credit Card,94.55,3640.45,0,0,1980,5620.45,1,Yes,95,5676,Competitor
8263-JQAIK,Male,66,Yes,No,0,United States,California,Palmdale,34.598221,-117.79593,0,2,0,No,Yes,DSL,6,Month-to-Month,Credit Card,24.45,47.5,0,0,0,47.5,3,Yes,77,5573,Competitor
2205-YMZZJ,Male,75,Yes,No,0,United States,California,Clovis,36.814539,-119.711868,0,7,39.51,Yes,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,84.8,546.95,0,0,276.57,823.52,3,Yes,70,2015,Competitor
1254-IZEYF,Female,74,Yes,No,0,United States,California,Cutler,36.497895,-119.285484,0,31,39.36,Yes,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,99.95,3186.65,0,0,1220.16,4406.81,3,Yes,96,5362,Competitor
9221-OTIVJ,Female,80,Yes,No,0,United States,California,Dunlap,36.789213,-119.140338,0,14,29.96,Yes,Yes,Fiber Optic,7,Month-to-Month,Bank Withdrawal,104.85,1531.4,0,0,419.44,1950.84,1,Yes,86,2292,Dissatisfaction
5908-QMGOE,Male,74,Yes,No,0,United States,California,Fowler,36.625792,-119.672483,0,15,23.53,Yes,Yes,Fiber Optic,9,Month-to-Month,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,1,Yes,80,4553,Competitor
0397-GZBBC,Male,70,Yes,Yes,0,United States,California,South Dos Palos,36.959731,-120.653519,0,59,10.78,Yes,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.64,2,Yes,85,5390,Price
7641-EUYET,Male,76,Yes,Yes,0,United States,California,Tranquillity,36.635661,-120.288644,3,46,49.11,Yes,Yes,Fiber Optic,17,Month-to-Month,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.62,1,Yes,72,5712,Dissatisfaction
8922-LIEGH,Female,72,Yes,No,0,United States,California,Jolon,35.930782,-121.189757,0,25,36.36,Yes,Yes,Fiber Optic,6,Month-to-Month,Bank Withdrawal,89.7,2187.55,23.33,0,909,3073.22,3,Yes,82,4078,Dissatisfaction
8245-UMPYT,Female,66,Yes,No,0,United States,California,Lockwood,35.989792,-121.055933,0,16,32.11,Yes,Yes,Fiber Optic,14,Month-to-Month,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,Yes,80,2688,Dissatisfaction
5186-SAMNZ,Male,75,Yes,No,0,United States,California,Marina,36.689582,-121.758398,0,1,41.2,No,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,69.5,69.5,0,80,41.2,190.7,2,Yes,77,3273,Price
5373-SFODM,Male,65,Yes,Yes,0,United States,California,San Lucas,36.125529,-120.864443,1,36,24.54,Yes,Yes,Fiber Optic,5,Month-to-Month,Credit Card,85.25,3132.75,0,0,883.44,4016.19,2,Yes,82,3041,Dissatisfaction
0022-TCJCI,Male,79,Yes,No,0,United States,California,Daly City,37.680844,-122.48131,0,45,10.67,No,Yes,DSL,17,One Year,Credit Card,62.7,2791.5,0,0,480.15,3271.65,1,Yes,92,2654,Dissatisfaction
5130-IEKQT,Male,73,Yes,No,0,United States,California,San Francisco,37.794487,-122.42227,0,25,46.34,Yes,Yes,Fiber Optic,22,Month-to-Month,Credit Card,105.95,2655.25,0,0,1158.5,3813.75,2,Yes,91,4283,Price
3269-ATYWD,Male,79,Yes,No,0,United States,California,San Francisco,37.800254,-122.436975,0,39,41.93,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,95.65,3759.05,0,150,1635.27,5544.32,1,Yes,65,4892,Other
0354-WYROK,Female,70,Yes,Yes,0,United States,California,San Francisco,37.820894,-122.369725,1,31,47.95,No,Yes,Fiber Optic,21,Month-to-Month,Bank Withdrawal,98.9,2911.3,0,0,1486.45,4397.75,2,Yes,91,4050,Other
7576-OYWBN,Male,71,Yes,No,0,United States,California,San Mateo,37.556634,-122.317723,0,3,30.25,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,76.05,231.8,0,0,90.75,322.55,1,Yes,67,2930,Competitor
5539-TMZLF,Male,69,Yes,No,0,United States,California,Concord,38.013825,-122.039144,0,1,33.84,No,Yes,Fiber Optic,5,Month-to-Month,Bank Withdrawal,69.75,69.75,0,0,33.84,103.59,1,Yes,69,5057,Competitor
3336-JORSO,Female,70,Yes,No,0,United States,California,Hayward,37.656695,-122.048361,0,33,17.24,Yes,Yes,Fiber Optic,25,Month-to-Month,Bank Withdrawal,110.45,3655.45,0,70,568.92,4294.37,1,Yes,80,3401,Dissatisfaction
6861-XWTWQ,Male,71,Yes,Yes,0,United States,California,Napa,38.232389,-122.324944,1,7,42.92,Yes,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,99.25,665.45,0,0,300.44,965.89,2,Yes,90,2487,Attitude
4283-FUTGF,Male,67,Yes,No,0,United States,California,El Sobrante,37.963995,-122.288296,0,19,16.78,Yes,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,79.85,1471.75,0,0,318.82,1790.57,3,Yes,65,3715,Dissatisfaction
2397-BRLOM,Male,67,Yes,Yes,0,United States,California,San Rafael,37.972662,-122.491452,2,8,26.99,No,Yes,Fiber Optic,2,Month-to-Month,Credit Card,80.45,583.45,0,0,215.92,799.37,1,Yes,91,3443,Other
8510-AWCXC,Female,69,Yes,No,0,United States,California,Novato,38.135897,-122.563683,0,13,7.22,Yes,Yes,Fiber Optic,28,Month-to-Month,Bank Withdrawal,100.8,1308.1,0,0,93.86,1401.96,1,Yes,65,3269,Attitude
8225-BTJAU,Male,75,Yes,No,0,United States,California,Stinson Beach,37.921137,-122.657562,0,10,7.51,No,Yes,Fiber Optic,18,Month-to-Month,Bank Withdrawal,79.25,793.55,0,0,75.1,868.65,1,Yes,87,3856,Competitor
1724-BQUHA,Male,67,Yes,No,0,United States,California,Los Gatos,37.233034,-121.947427,0,5,45.72,No,Yes,Fiber Optic,6,Month-to-Month,Bank Withdrawal,89.5,477.7,0,0,228.6,706.3,2,Yes,66,2718,Attitude
4826-XTSOH,Male,66,Yes,Yes,0,United States,California,Moss Landing,36.863303,-121.781632,0,1,38.78,Yes,Yes,Fiber Optic,23,Month-to-Month,Bank Withdrawal,86.05,86.05,0,0,38.78,124.83,1,Yes,96,4843,Competitor
2408-WITXK,Female,67,Yes,No,0,United States,California,San Jose,37.34667,-121.910019,0,10,0,No,Yes,DSL,4,Month-to-Month,Bank Withdrawal,34.7,329.8,0,0,0,329.8,1,Yes,92,3244,Other
2634-HCZGT,Male,71,Yes,Yes,0,United States,California,San Jose,37.327069,-121.916819,1,53,21.67,Yes,Yes,Cable,6,One Year,Bank Withdrawal,60.05,3229.65,0,100,1148.51,4478.16,1,Yes,77,5271,Other
7503-QQRVF,Male,74,Yes,Yes,0,United States,California,San Jose,37.375156,-121.795867,1,16,26.12,No,Yes,Fiber Optic,8,Month-to-Month,Credit Card,74.3,1178.25,0,0,417.92,1596.17,1,Yes,81,2076,Competitor
0709-TVGUR,Female,70,Yes,No,0,United States,California,Stockton,38.002125,-121.324979,0,9,17.56,Yes,Yes,Fiber Optic,27,Month-to-Month,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,1,Yes,69,3145,Competitor
3001-CBHLQ,Male,76,Yes,Yes,0,United States,California,Angels Camp,38.071327,-120.632221,1,32,43.51,Yes,Yes,Fiber Optic,22,Month-to-Month,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,Yes,79,3966,Attitude
4102-OQUPX,Male,67,Yes,Yes,0,United States,California,Sheep Ranch,38.244806,-120.417301,1,1,17.36,Yes,Yes,Fiber Optic,29,Month-to-Month,Bank Withdrawal,74.4,74.4,0,30,17.36,121.76,3,Yes,91,5429,Competitor
3999-QGRJH,Male,80,Yes,No,0,United States,California,Ballico,37.4695,-120.672724,0,8,14.89,No,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,69.7,560.85,0,0,119.12,679.97,1,Yes,88,3068,Dissatisfaction
2454-RPBRZ,Female,67,Yes,Yes,0,United States,California,Catheys Valley,37.394411,-120.127262,1,12,30.63,Yes,Yes,Fiber Optic,27,Month-to-Month,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,Yes,90,2709,Dissatisfaction
2265-CYWIV,Female,68,Yes,Yes,0,United States,California,Hickman,37.605926,-120.69955,1,4,18.91,Yes,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,99.6,347.65,25.79,0,75.64,397.5,1,Yes,77,4708,Dissatisfaction
4550-VBOFE,Male,69,Yes,Yes,0,United States,California,Soulsbyville,37.990574,-120.261821,1,70,17.45,Yes,Yes,Fiber Optic,20,Month-to-Month,Bank Withdrawal,102.95,7101.5,15.24,0,1221.5,8307.76,1,Yes,91,5005,Competitor
7409-KIUTL,Female,80,Yes,No,0,United States,California,Escondido,33.141265,-116.967221,0,1,28.64,No,Yes,Fiber Optic,5,Month-to-Month,Bank Withdrawal,71,71,0,0,28.64,99.64,3,Yes,72,5345,Competitor
1732-VHUBQ,Female,73,Yes,Yes,0,United States,California,Escondido,33.141265,-116.967221,1,47,26.95,No,Yes,Fiber Optic,26,Month-to-Month,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,3,Yes,82,4457,Competitor
0679-IDSTG,Female,73,Yes,Yes,0,United States,California,Branscomb,39.710591,-123.682799,1,1,37.3,No,Yes,Fiber Optic,8,Month-to-Month,Bank Withdrawal,69.25,69.25,0,0,37.3,106.55,1,Yes,87,4568,Competitor
8802-UNOJF,Male,65,Yes,No,0,United States,California,Philo,39.094102,-123.500853,0,12,28.63,No,Yes,Cable,7,Month-to-Month,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,1,Yes,78,5565,Competitor
6313-GIDIT,Male,73,Yes,No,0,United States,California,Point Arena,38.911299,-123.609588,0,53,0,No,Yes,DSL,25,Month-to-Month,Bank Withdrawal,54.45,2854.55,20.16,0,0,2834.39,2,Yes,65,6280,Price
2845-AFFTX,Male,78,Yes,Yes,0,United States,California,Westport,39.724433,-123.767578,0,41,22.56,Yes,Yes,Fiber Optic,15,Month-to-Month,Bank Withdrawal,99.8,4259.3,8.88,0,924.96,5175.38,1,Yes,76,4726,Dissatisfaction
2815-CPTUL,Male,68,Yes,No,0,United States,California,Gasquet,41.867908,-123.794144,0,5,2.27,No,Yes,Fiber Optic,17,Month-to-Month,Credit Card,70.25,331.9,12.48,0,11.35,330.77,2,Yes,89,3684,Price
1891-FZYSA,Male,65,Yes,Yes,0,United States,California,Piercy,39.955587,-123.681175,1,69,16.34,Yes,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,Yes,82,6363,Competitor
9685-WKZGT,Male,67,Yes,No,0,United States,California,Carmichael,38.626128,-121.328011,0,14,16.32,Yes,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,3,Yes,70,2075,Price
6022-UGGSO,Female,70,Yes,No,0,United States,California,Citrus Heights,38.69508,-121.271616,0,32,33.22,No,Yes,Fiber Optic,9,Month-to-Month,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,Yes,90,2091,Competitor
3923-CSIHK,Female,69,Yes,Yes,0,United States,California,Herald,38.313447,-121.123886,1,50,4.6,No,Yes,Cable,24,Month-to-Month,Bank Withdrawal,71.05,3444.85,0,0,230,3674.85,3,Yes,94,5746,Other
3677-IYRBF,Female,73,Yes,No,0,United States,California,Newcastle,38.883224,-121.15918,0,2,0,No,Yes,DSL,13,Month-to-Month,Bank Withdrawal,30.4,78.65,0,0,0,78.65,1,Yes,90,4002,Attitude
8118-LSUEL,Male,74,Yes,No,0,United States,California,Roseville,38.759751,-121.288545,0,23,17.62,Yes,Yes,Fiber Optic,29,Month-to-Month,Bank Withdrawal,106.4,2483.5,0,0,405.26,2888.76,1,Yes,79,5507,Dissatisfaction
5277-ZLOOR,Female,78,Yes,No,0,United States,California,Applegate,38.983388,-120.988814,0,2,5.49,Yes,Yes,Fiber Optic,25,Month-to-Month,Bank Withdrawal,85.55,187.45,0,0,10.98,198.43,3,Yes,86,5512,Dissatisfaction
4248-HCETZ,Male,77,Yes,Yes,0,United States,California,Sacramento,38.584505,-121.491956,1,30,6.23,No,Yes,Fiber Optic,4,Month-to-Month,Credit Card,79.65,2365.15,0,0,186.9,2552.05,3,Yes,73,2174,Attitude
9174-FKWZE,Female,70,Yes,No,0,United States,California,Sacramento,38.567594,-121.437507,0,1,22.92,No,No,None,0,Month-to-Month,Bank Withdrawal,19.45,19.45,0,0,22.92,42.37,1,Yes,78,3848,Dissatisfaction
5307-DZCVC,Female,78,Yes,Yes,0,United States,California,Sacramento,38.685069,-121.543709,0,32,48.95,Yes,Yes,Fiber Optic,9,Month-to-Month,Credit Card,85.95,2628.6,0,0,1566.4,4195,3,Yes,74,2431,Price
8679-JOEVF,Female,75,Yes,No,0,United States,California,Sacramento,38.646096,-121.442433,0,16,36.83,No,Yes,DSL,16,Month-to-Month,Bank Withdrawal,59.4,1023.9,0,0,589.28,1613.18,1,Yes,87,5556,Price
4803-AXVYP,Female,75,Yes,No,0,United States,California,Butte City,39.449794,-121.936372,0,38,47.39,Yes,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,99.55,3734.25,0,0,1800.82,5535.07,1,Yes,91,3474,Dissatisfaction
5649-ANRML,Male,76,Yes,No,0,United States,California,Clipper Mills,39.562239,-121.14836,0,2,12.96,No,Yes,Fiber Optic,20,Month-to-Month,Credit Card,95.1,180.25,0,0,25.92,206.17,3,Yes,90,4486,Other
7395-IGJOS,Male,70,Yes,Yes,0,United States,California,Quincy,39.971228,-121.041166,1,17,9.5,No,Yes,Fiber Optic,16,Month-to-Month,Bank Withdrawal,81.5,1329.2,0,0,161.5,1490.7,2,Yes,79,3443,Competitor
7890-VYYWG,Male,67,Yes,Yes,0,United States,California,Sutter,39.172777,-121.805845,1,3,0,No,Yes,DSL,20,Month-to-Month,Credit Card,36.45,93.7,0,0,0,93.7,1,Yes,89,3766,Competitor
9907-SWKKF,Female,69,Yes,No,0,United States,California,Twain,40.022184,-121.062384,0,1,0,No,Yes,DSL,21,Month-to-Month,Credit Card,25.05,25.05,0,0,0,25.05,1,Yes,65,4842,Competitor
6397-JNZZG,Female,70,Yes,Yes,0,United States,California,Adin,41.171578,-120.913161,1,43,0,No,Yes,DSL,21,Month-to-Month,Credit Card,55.55,2342.2,0,0,0,2342.2,1,Yes,85,2573,Competitor
7779-LGOVN,Male,74,Yes,Yes,0,United States,California,Paskenta,39.884395,-122.587513,2,10,46.5,Yes,Yes,Cable,4,Month-to-Month,Bank Withdrawal,86.65,856.65,0,0,465,1321.65,1,Yes,84,4990,Dissatisfaction
9710-ZUSHQ,Female,77,Yes,No,0,United States,California,Red Bluff,40.186772,-122.388361,0,37,41.85,Yes,Yes,Fiber Optic,2,Month-to-Month,Bank Withdrawal,106.75,4056.75,0,0,1548.45,5605.2,1,Yes,92,5849,Price
3902-FOIGH,Male,66,Yes,Yes,0,United States,California,Doyle,40.012675,-120.101857,1,12,48.5,Yes,Yes,Fiber Optic,4,Month-to-Month,Bank Withdrawal,101.35,1218.55,0,0,582,1800.55,1,Yes,68,3967,Dissatisfaction
3318-OSATS,Male,70,Yes,No,0,United States,California,Sierra City,39.600599,-120.636358,0,35,35.1,Yes,Yes,Fiber Optic,29,Month-to-Month,Bank Withdrawal,95.45,3474.05,0,80,1228.5,4782.55,2,Yes,91,2080,Other
2636-ALXXZ,Female,68,Yes,No,0,United States,California,Tahoe Vista,39.24124,-120.054765,0,1,45.8,No,Yes,Fiber Optic,10,Month-to-Month,Bank Withdrawal,69.6,69.6,0,0,45.8,115.4,2,Yes,74,2151,Dissatisfaction
9885-CSMWE,Female,65,Yes,No,0,United States,California,Los Angeles,34.027337,-118.28515,0,1,18.37,No,Yes,Fiber Optic,13,Month-to-Month,Bank Withdrawal,78.45,78.45,0,0,18.37,96.82,1,Yes,67,2139,Dissatisfaction
8058-JMEQO,Female,76,Yes,No,0,United States,California,San Diego,32.898613,-117.202937,0,9,12.91,Yes,Yes,Fiber Optic,21,Month-to-Month,Bank Withdrawal,84.45,762.5,0,0,116.19,878.69,3,Yes,95,3543,Competitor
7657-DYEPJ,Male,73,Yes,No,0,United States,California,Los Angeles,34.066303,-118.435479,0,38,5.75,No,Yes,Cable,30,One Year,Credit Card,70.15,2497.35,0,0,218.5,2715.85,3,Yes,82,2645,Price
8276-MQBYC,Male,70,Yes,No,0,United States,California,Los Angeles,34.099869,-118.326843,0,51,19.49,Yes,Yes,Fiber Optic,11,Month-to-Month,Bank Withdrawal,97.8,4913.3,0,0,993.99,5907.29,2,Yes,81,6204,Price
6015-VVHHE,Female,68,Yes,No,0,United States,California,Los Angeles,34.110845,-118.259595,0,5,41.83,Yes,Yes,Fiber Optic,25,Month-to-Month,Credit Card,83.15,446.05,0,0,209.15,655.2,3,Yes,96,2516,Dissatisfaction
2516-VQRRV,Female,77,Yes,No,0,United States,California,Culver City,33.993991,-118.39704,0,2,23.46,Yes,Yes,Fiber Optic,25,Month-to-Month,Credit Card,75.45,158.4,0,0,46.92,205.32,3,Yes,65,3350,Price
7580-UGXNC,Female,73,Yes,No,0,United States,California,Culver City,34.019323,-118.391902,0,2,25.74,No,Yes,DSL,6,Month-to-Month,Credit Card,54.85,104.2,0,0,51.48,155.68,1,Yes,96,3016,Price
